Source,Target,Type,Id,Label,timeset,Weight
54,72,Directed,1547,,,3
82,72,Directed,1548,,,3
42,72,Directed,1549,,,1
41,72,Directed,1550,,,3
31,72,Directed,1551,,,2
89,72,Directed,1552,,,2
65,72,Directed,1553,,,3
102,74,Directed,1554,,,1
16,74,Directed,1555,,,1
82,74,Directed,1556,,,1
73,74,Directed,1557,,,1
35,74,Directed,1558,,,1
49,74,Directed,1559,,,2
79,74,Directed,1560,,,1
22,74,Directed,1561,,,2
98,74,Directed,1562,,,1
53,74,Directed,1563,,,1
54,74,Directed,1564,,,2
95,74,Directed,1565,,,2
48,74,Directed,1566,,,1
85,74,Directed,1567,,,1
69,74,Directed,1568,,,1
108,74,Directed,1569,,,2
55,74,Directed,1570,,,1
99,74,Directed,1571,,,2
28,74,Directed,1572,,,1
22,75,Directed,1573,,,1
82,75,Directed,1574,,,2
48,75,Directed,1575,,,2
74,75,Directed,1576,,,1
81,75,Directed,1577,,,1
29,75,Directed,1578,,,1
25,75,Directed,1579,,,1
4,75,Directed,1580,,,1
38,75,Directed,1581,,,2
53,75,Directed,1582,,,1
5,75,Directed,1583,,,1
103,75,Directed,1584,,,1
16,75,Directed,1585,,,1
96,75,Directed,1586,,,1
27,76,Directed,1587,,,5
108,76,Directed,1588,,,13
95,76,Directed,1589,,,3
12,76,Directed,1590,,,2
54,76,Directed,1591,,,1
73,76,Directed,1592,,,1
70,76,Directed,1593,,,2
28,76,Directed,1594,,,8
6,76,Directed,1595,,,1
67,76,Directed,1596,,,4
102,76,Directed,1597,,,2
33,76,Directed,1598,,,1
60,76,Directed,1599,,,11
4,76,Directed,1600,,,6
31,76,Directed,1601,,,1
38,76,Directed,1602,,,7
42,76,Directed,1603,,,2
82,76,Directed,1604,,,15
52,76,Directed,1605,,,9
79,76,Directed,1606,,,9
23,76,Directed,1607,,,1
45,76,Directed,1608,,,1
49,76,Directed,1609,,,11
88,76,Directed,1610,,,2
2,76,Directed,1611,,,5
43,76,Directed,1612,,,1
89,76,Directed,1613,,,1
104,76,Directed,1614,,,5
109,76,Directed,1615,,,2
20,76,Directed,1616,,,19
90,76,Directed,1617,,,1
15,76,Directed,1618,,,1
5,76,Directed,1619,,,4
65,76,Directed,1620,,,2
35,76,Directed,1621,,,13
34,76,Directed,1622,,,2
41,76,Directed,1623,,,3
3,76,Directed,1624,,,5
14,76,Directed,1625,,,5
53,76,Directed,1626,,,11
22,76,Directed,1627,,,8
78,76,Directed,1628,,,1
103,76,Directed,1629,,,5
55,76,Directed,1630,,,10
40,76,Directed,1631,,,1
21,76,Directed,1632,,,1
69,76,Directed,1633,,,3
54,77,Directed,1634,,,1
60,77,Directed,1635,,,2
15,77,Directed,1636,,,1
5,77,Directed,1637,,,2
33,77,Directed,1638,,,1
73,77,Directed,1639,,,1
37,77,Directed,1640,,,1
35,77,Directed,1641,,,4
82,77,Directed,1642,,,3
22,77,Directed,1643,,,1
95,77,Directed,1644,,,2
86,77,Directed,1645,,,2
49,77,Directed,1646,,,4
52,77,Directed,1647,,,1
59,77,Directed,1648,,,2
108,77,Directed,1649,,,4
28,77,Directed,1650,,,2
91,77,Directed,1651,,,1
98,77,Directed,1652,,,1
23,77,Directed,1653,,,1
20,77,Directed,1654,,,4
50,77,Directed,1655,,,1
76,77,Directed,1656,,,2
69,77,Directed,1657,,,5
36,77,Directed,1658,,,1
53,77,Directed,1659,,,3
92,77,Directed,1660,,,2
47,77,Directed,1661,,,2
40,77,Directed,1662,,,1
73,78,Directed,1663,,,3
33,78,Directed,1664,,,3
34,79,Directed,1665,,,1
82,79,Directed,1666,,,2
3,79,Directed,1667,,,1
52,79,Directed,1668,,,3
90,79,Directed,1669,,,1
35,79,Directed,1670,,,4
20,79,Directed,1671,,,7
15,79,Directed,1672,,,2
53,79,Directed,1673,,,3
28,79,Directed,1674,,,3
21,79,Directed,1675,,,1
72,79,Directed,1676,,,2
104,79,Directed,1677,,,1
103,79,Directed,1678,,,2
27,79,Directed,1679,,,3
101,79,Directed,1680,,,1
88,79,Directed,1681,,,3
89,79,Directed,1682,,,3
73,79,Directed,1683,,,1
102,79,Directed,1684,,,3
45,79,Directed,1685,,,3
65,79,Directed,1686,,,4
67,79,Directed,1687,,,4
31,79,Directed,1688,,,2
22,79,Directed,1689,,,5
14,79,Directed,1690,,,1
54,79,Directed,1691,,,2
108,79,Directed,1692,,,4
23,79,Directed,1693,,,1
12,79,Directed,1694,,,2
60,79,Directed,1695,,,5
41,79,Directed,1696,,,6
5,79,Directed,1697,,,5
1,79,Directed,1698,,,1
109,79,Directed,1699,,,3
55,79,Directed,1700,,,5
38,79,Directed,1701,,,5
2,79,Directed,1702,,,2
95,79,Directed,1703,,,2
49,79,Directed,1704,,,3
43,79,Directed,1705,,,1
29,81,Directed,1706,,,3
102,81,Directed,1707,,,2
88,81,Directed,1708,,,1
45,81,Directed,1709,,,1
60,81,Directed,1710,,,1
54,81,Directed,1711,,,1
20,81,Directed,1712,,,1
42,81,Directed,1713,,,5
16,81,Directed,1714,,,1
14,81,Directed,1715,,,2
12,81,Directed,1716,,,5
31,81,Directed,1717,,,1
22,81,Directed,1718,,,3
5,81,Directed,1719,,,1
79,81,Directed,1720,,,1
21,81,Directed,1721,,,1
8,81,Directed,1722,,,1
82,81,Directed,1723,,,2
101,81,Directed,1724,,,2
49,81,Directed,1725,,,2
76,81,Directed,1726,,,1
78,81,Directed,1727,,,2
109,81,Directed,1728,,,2
59,81,Directed,1729,,,2
38,81,Directed,1730,,,2
25,81,Directed,1731,,,1
90,81,Directed,1732,,,2
52,81,Directed,1733,,,1
96,81,Directed,1734,,,4
103,81,Directed,1735,,,2
92,81,Directed,1736,,,2
41,81,Directed,1737,,,3
48,81,Directed,1738,,,5
65,81,Directed,1739,,,2
74,81,Directed,1740,,,1
95,81,Directed,1741,,,5
6,81,Directed,1742,,,1
86,81,Directed,1743,,,1
55,81,Directed,1744,,,2
69,81,Directed,1745,,,1
43,81,Directed,1746,,,1
72,81,Directed,1747,,,2
108,81,Directed,1748,,,1
27,81,Directed,1749,,,2
91,83,Directed,1750,,,1
20,83,Directed,1751,,,1
13,83,Directed,1752,,,1
6,83,Directed,1753,,,1
35,83,Directed,1754,,,1
79,83,Directed,1755,,,1
55,83,Directed,1756,,,1
22,83,Directed,1757,,,1
76,83,Directed,1758,,,1
67,83,Directed,1759,,,1
82,83,Directed,1760,,,1
49,83,Directed,1761,,,1
53,83,Directed,1762,,,1
27,83,Directed,1763,,,1
108,83,Directed,1764,,,1
4,84,Directed,1765,,,4
87,84,Directed,1766,,,1
45,84,Directed,1767,,,1
33,84,Directed,1768,,,1
76,84,Directed,1769,,,8
69,84,Directed,1770,,,2
49,84,Directed,1771,,,4
9,84,Directed,1772,,,1
82,84,Directed,1773,,,11
20,84,Directed,1774,,,7
27,84,Directed,1775,,,1
13,84,Directed,1776,,,2
67,84,Directed,1777,,,2
28,84,Directed,1778,,,2
35,84,Directed,1779,,,6
22,84,Directed,1780,,,2
14,84,Directed,1781,,,4
53,84,Directed,1782,,,11
52,84,Directed,1783,,,1
37,84,Directed,1784,,,2
104,84,Directed,1785,,,4
101,84,Directed,1786,,,1
2,84,Directed,1787,,,4
36,84,Directed,1788,,,2
108,84,Directed,1789,,,12
98,84,Directed,1790,,,1
77,84,Directed,1791,,,2
23,84,Directed,1792,,,2
18,84,Directed,1793,,,2
6,84,Directed,1794,,,1
54,84,Directed,1795,,,1
49,85,Directed,1796,,,1
79,85,Directed,1797,,,1
37,86,Directed,1798,,,1
38,86,Directed,1799,,,1
12,86,Directed,1800,,,1
88,86,Directed,1801,,,1
60,86,Directed,1802,,,2
41,86,Directed,1803,,,1
4,86,Directed,1804,,,1
2,86,Directed,1805,,,2
35,86,Directed,1806,,,1
22,86,Directed,1807,,,3
20,86,Directed,1808,,,5
47,86,Directed,1809,,,1
67,86,Directed,1810,,,2
52,86,Directed,1811,,,1
29,86,Directed,1812,,,1
95,86,Directed,1813,,,1
28,86,Directed,1814,,,1
31,86,Directed,1815,,,1
109,86,Directed,1816,,,1
54,86,Directed,1817,,,1
14,86,Directed,1818,,,1
36,86,Directed,1819,,,1
82,86,Directed,1820,,,1
76,86,Directed,1821,,,1
49,86,Directed,1822,,,3
101,86,Directed,1823,,,2
55,86,Directed,1824,,,1
21,86,Directed,1825,,,1
27,86,Directed,1826,,,1
89,86,Directed,1827,,,1
108,86,Directed,1828,,,1
103,86,Directed,1829,,,2
42,86,Directed,1830,,,3
45,86,Directed,1831,,,2
15,86,Directed,1832,,,1
69,86,Directed,1833,,,4
1,87,Directed,1834,,,1
28,87,Directed,1835,,,1
6,87,Directed,1836,,,1
59,87,Directed,1837,,,5
108,87,Directed,1838,,,2
38,87,Directed,1839,,,1
22,87,Directed,1840,,,2
4,87,Directed,1841,,,1
86,87,Directed,1842,,,5
104,87,Directed,1843,,,1
55,87,Directed,1844,,,1
15,87,Directed,1845,,,1
60,87,Directed,1846,,,1
101,87,Directed,1847,,,1
3,87,Directed,1848,,,1
20,87,Directed,1849,,,5
40,87,Directed,1850,,,1
73,87,Directed,1851,,,1
2,87,Directed,1852,,,1
14,87,Directed,1853,,,1
82,87,Directed,1854,,,2
53,87,Directed,1855,,,2
69,87,Directed,1856,,,3
70,87,Directed,1857,,,1
23,87,Directed,1858,,,1
35,87,Directed,1859,,,3
92,87,Directed,1860,,,1
44,87,Directed,1861,,,1
18,87,Directed,1862,,,2
54,89,Directed,1863,,,2
31,89,Directed,1864,,,2
102,89,Directed,1865,,,2
45,89,Directed,1866,,,2
88,89,Directed,1867,,,1
65,89,Directed,1868,,,2
41,89,Directed,1869,,,2
5,89,Directed,1870,,,2
65,90,Directed,1871,,,3
54,90,Directed,1872,,,4
5,90,Directed,1873,,,3
45,90,Directed,1874,,,5
88,90,Directed,1875,,,3
41,90,Directed,1876,,,3
31,90,Directed,1877,,,2
102,90,Directed,1878,,,3
89,90,Directed,1879,,,3
59,91,Directed,1880,,,2
37,91,Directed,1881,,,1
86,91,Directed,1882,,,1
47,92,Directed,1883,,,1
41,92,Directed,1884,,,5
60,92,Directed,1885,,,3
12,92,Directed,1886,,,1
82,92,Directed,1887,,,2
101,92,Directed,1888,,,2
14,92,Directed,1889,,,1
103,92,Directed,1890,,,3
5,92,Directed,1891,,,2
69,92,Directed,1892,,,4
45,92,Directed,1893,,,1
4,92,Directed,1894,,,2
86,92,Directed,1895,,,6
99,92,Directed,1896,,,1
33,92,Directed,1897,,,2
54,92,Directed,1898,,,4
22,92,Directed,1899,,,1
108,92,Directed,1900,,,4
98,92,Directed,1901,,,3
18,92,Directed,1902,,,3
53,92,Directed,1903,,,4
2,92,Directed,1904,,,2
20,92,Directed,1905,,,5
35,92,Directed,1906,,,4
38,92,Directed,1907,,,4
70,92,Directed,1908,,,2
15,92,Directed,1909,,,1
59,92,Directed,1910,,,3
49,92,Directed,1911,,,2
102,92,Directed,1912,,,3
37,92,Directed,1913,,,1
31,92,Directed,1914,,,2
104,92,Directed,1915,,,1
43,92,Directed,1916,,,1
28,92,Directed,1917,,,5
78,92,Directed,1918,,,1
73,92,Directed,1919,,,2
67,92,Directed,1920,,,2
36,92,Directed,1921,,,2
76,92,Directed,1922,,,3
3,92,Directed,1923,,,2
55,92,Directed,1924,,,7
6,92,Directed,1925,,,1
27,92,Directed,1926,,,2
36,93,Directed,1927,,,5
61,93,Directed,1928,,,2
49,93,Directed,1929,,,10
44,93,Directed,1930,,,1
71,93,Directed,1931,,,1
4,93,Directed,1932,,,5
54,93,Directed,1933,,,6
42,93,Directed,1934,,,1
22,93,Directed,1935,,,14
69,93,Directed,1936,,,12
30,93,Directed,1937,,,3
58,93,Directed,1938,,,2
89,93,Directed,1939,,,2
12,93,Directed,1940,,,3
86,93,Directed,1941,,,13
95,93,Directed,1942,,,8
76,93,Directed,1943,,,13
92,93,Directed,1944,,,2
14,93,Directed,1945,,,4
1,93,Directed,1946,,,1
7,93,Directed,1947,,,1
63,93,Directed,1948,,,1
5,93,Directed,1949,,,5
2,93,Directed,1950,,,4
67,93,Directed,1951,,,7
38,93,Directed,1952,,,9
40,93,Directed,1953,,,1
33,93,Directed,1954,,,4
78,93,Directed,1955,,,2
32,93,Directed,1956,,,4
13,93,Directed,1957,,,6
35,93,Directed,1958,,,15
82,93,Directed,1959,,,16
20,93,Directed,1960,,,24
48,93,Directed,1961,,,3
81,93,Directed,1962,,,1
74,93,Directed,1963,,,2
19,93,Directed,1964,,,1
73,93,Directed,1965,,,7
79,93,Directed,1966,,,6
55,93,Directed,1967,,,9
34,93,Directed,1968,,,2
87,93,Directed,1969,,,3
11,93,Directed,1970,,,1
91,93,Directed,1971,,,2
15,93,Directed,1972,,,2
26,93,Directed,1973,,,2
59,93,Directed,1974,,,14
84,93,Directed,1975,,,2
31,93,Directed,1976,,,1
99,93,Directed,1977,,,1
45,93,Directed,1978,,,1
96,93,Directed,1979,,,3
27,93,Directed,1980,,,3
46,93,Directed,1981,,,2
109,93,Directed,1982,,,1
6,93,Directed,1983,,,1
101,93,Directed,1984,,,3
65,93,Directed,1985,,,7
108,93,Directed,1986,,,14
52,93,Directed,1987,,,3
23,93,Directed,1988,,,9
3,93,Directed,1989,,,3
62,93,Directed,1990,,,1
41,93,Directed,1991,,,8
37,93,Directed,1992,,,8
104,93,Directed,1993,,,3
77,93,Directed,1994,,,5
28,93,Directed,1995,,,9
98,93,Directed,1996,,,5
80,93,Directed,1997,,,1
88,93,Directed,1998,,,3
18,93,Directed,1999,,,4
97,93,Directed,2000,,,1
53,93,Directed,2001,,,18
102,93,Directed,2002,,,2
100,93,Directed,2003,,,3
60,93,Directed,2004,,,8
52,95,Directed,2005,,,1
31,95,Directed,2006,,,1
53,95,Directed,2007,,,1
28,95,Directed,2008,,,1
60,95,Directed,2009,,,3
29,95,Directed,2010,,,1
27,95,Directed,2011,,,1
33,95,Directed,2012,,,1
70,95,Directed,2013,,,1
22,95,Directed,2014,,,1
73,95,Directed,2015,,,1
82,95,Directed,2016,,,1
42,95,Directed,2017,,,1
108,95,Directed,2018,,,1
49,95,Directed,2019,,,1
101,95,Directed,2020,,,1
12,95,Directed,2021,,,1
20,95,Directed,2022,,,2
102,95,Directed,2023,,,1
3,95,Directed,2024,,,1
54,95,Directed,2025,,,1
55,95,Directed,2026,,,1
45,95,Directed,2027,,,1
78,95,Directed,2028,,,1
88,96,Directed,2029,,,2
41,96,Directed,2030,,,3
86,96,Directed,2031,,,1
43,96,Directed,2032,,,1
31,96,Directed,2033,,,1
3,96,Directed,2034,,,1
20,96,Directed,2035,,,2
73,96,Directed,2036,,,2
108,96,Directed,2037,,,1
22,96,Directed,2038,,,1
48,96,Directed,2039,,,1
78,96,Directed,2040,,,2
69,96,Directed,2041,,,2
2,96,Directed,2042,,,1
55,96,Directed,2043,,,1
76,96,Directed,2044,,,2
60,96,Directed,2045,,,1
72,96,Directed,2046,,,1
38,96,Directed,2047,,,2
74,96,Directed,2048,,,1
59,96,Directed,2049,,,1
98,97,Directed,2050,,,1
38,97,Directed,2051,,,1
35,97,Directed,2052,,,1
23,97,Directed,2053,,,1
55,97,Directed,2054,,,1
108,97,Directed,2055,,,1
49,97,Directed,2056,,,1
41,97,Directed,2057,,,1
92,97,Directed,2058,,,3
28,97,Directed,2059,,,1
18,97,Directed,2060,,,2
99,97,Directed,2061,,,1
20,97,Directed,2062,,,1
101,97,Directed,2063,,,1
59,97,Directed,2064,,,1
50,97,Directed,2065,,,1
86,97,Directed,2066,,,2
108,98,Directed,2067,,,2
28,98,Directed,2068,,,2
21,98,Directed,2069,,,1
6,98,Directed,2070,,,1
23,98,Directed,2071,,,1
35,98,Directed,2072,,,2
101,98,Directed,2073,,,1
31,98,Directed,2074,,,1
59,98,Directed,2075,,,3
38,98,Directed,2076,,,2
86,98,Directed,2077,,,4
49,98,Directed,2078,,,1
27,98,Directed,2079,,,1
22,98,Directed,2080,,,2
82,98,Directed,2081,,,2
5,98,Directed,2082,,,1
79,98,Directed,2083,,,1
65,98,Directed,2084,,,1
95,98,Directed,2085,,,1
67,98,Directed,2086,,,1
20,98,Directed,2087,,,1
76,98,Directed,2088,,,1
53,98,Directed,2089,,,2
73,98,Directed,2090,,,1
59,99,Directed,2091,,,1
102,99,Directed,2092,,,2
54,99,Directed,2093,,,1
38,99,Directed,2094,,,1
35,99,Directed,2095,,,1
52,99,Directed,2096,,,3
103,99,Directed,2097,,,2
55,99,Directed,2098,,,1
20,99,Directed,2099,,,9
5,99,Directed,2100,,,1
88,99,Directed,2101,,,1
31,99,Directed,2102,,,1
60,99,Directed,2103,,,1
79,99,Directed,2104,,,1
86,99,Directed,2105,,,1
89,99,Directed,2106,,,1
43,99,Directed,2107,,,3
101,99,Directed,2108,,,2
37,99,Directed,2109,,,2
22,99,Directed,2110,,,2
90,99,Directed,2111,,,1
41,99,Directed,2112,,,3
47,99,Directed,2113,,,8
49,99,Directed,2114,,,1
45,99,Directed,2115,,,1
23,99,Directed,2116,,,1
42,99,Directed,2117,,,1
38,100,Directed,2118,,,9
65,100,Directed,2119,,,2
45,100,Directed,2120,,,1
51,100,Directed,2121,,,3
2,100,Directed,2122,,,1
72,100,Directed,2123,,,3
77,100,Directed,2124,,,1
53,100,Directed,2125,,,6
48,100,Directed,2126,,,10
55,100,Directed,2127,,,3
49,100,Directed,2128,,,4
11,100,Directed,2129,,,9
109,100,Directed,2130,,,1
61,100,Directed,2131,,,6
17,100,Directed,2132,,,4
12,100,Directed,2133,,,5
47,100,Directed,2134,,,3
92,100,Directed,2135,,,6
44,100,Directed,2136,,,2
56,100,Directed,2137,,,11
60,100,Directed,2138,,,6
36,100,Directed,2139,,,1
103,100,Directed,2140,,,1
94,100,Directed,2141,,,1
63,100,Directed,2142,,,9
25,100,Directed,2143,,,7
16,100,Directed,2144,,,4
95,100,Directed,2145,,,4
26,100,Directed,2146,,,6
10,100,Directed,2147,,,1
102,100,Directed,2148,,,5
96,100,Directed,2149,,,9
42,100,Directed,2150,,,6
21,100,Directed,2151,,,3
33,100,Directed,2152,,,2
58,100,Directed,2153,,,1
98,100,Directed,2154,,,1
86,100,Directed,2155,,,2
108,100,Directed,2156,,,2
71,100,Directed,2157,,,4
7,100,Directed,2158,,,9
14,100,Directed,2159,,,1
4,100,Directed,2160,,,1
20,100,Directed,2161,,,3
54,100,Directed,2162,,,4
41,100,Directed,2163,,,5
89,100,Directed,2164,,,3
52,100,Directed,2165,,,2
22,100,Directed,2166,,,8
76,100,Directed,2167,,,3
27,100,Directed,2168,,,1
78,100,Directed,2169,,,4
67,100,Directed,2170,,,2
9,100,Directed,2171,,,5
99,100,Directed,2172,,,2
101,100,Directed,2173,,,5
28,100,Directed,2174,,,1
73,100,Directed,2175,,,5
68,100,Directed,2176,,,6
81,100,Directed,2177,,,12
69,100,Directed,2178,,,3
29,100,Directed,2179,,,5
5,100,Directed,2180,,,3
74,100,Directed,2181,,,6
31,100,Directed,2182,,,2
82,100,Directed,2183,,,3
13,100,Directed,2184,,,1
43,100,Directed,2185,,,1
82,101,Directed,2186,,,1
73,101,Directed,2187,,,1
70,101,Directed,2188,,,1
14,101,Directed,2189,,,4
2,101,Directed,2190,,,4
78,101,Directed,2191,,,1
4,101,Directed,2192,,,3
108,101,Directed,2193,,,1
40,101,Directed,2194,,,2
15,101,Directed,2195,,,2
35,101,Directed,2196,,,1
28,101,Directed,2197,,,2
53,101,Directed,2198,,,1
20,101,Directed,2199,,,5
3,101,Directed,2200,,,1
1,101,Directed,2201,,,1
44,101,Directed,2202,,,1
104,101,Directed,2203,,,4
34,101,Directed,2204,,,1
4,103,Directed,2205,,,1
20,103,Directed,2206,,,1
1,103,Directed,2207,,,1
34,103,Directed,2208,,,1
82,103,Directed,2209,,,1
2,103,Directed,2210,,,1
70,103,Directed,2211,,,1
104,103,Directed,2212,,,1
14,103,Directed,2213,,,1
80,103,Directed,2214,,,1
44,103,Directed,2215,,,1
14,105,Directed,2216,,,1
2,105,Directed,2217,,,1
4,105,Directed,2218,,,1
104,105,Directed,2219,,,1
20,105,Directed,2220,,,1
54,105,Directed,2221,,,1
1,106,Directed,2222,,,1
35,106,Directed,2223,,,1
72,106,Directed,2224,,,1
74,106,Directed,2225,,,1
53,106,Directed,2226,,,1
104,106,Directed,2227,,,1
49,106,Directed,2228,,,1
70,106,Directed,2229,,,1
95,106,Directed,2230,,,1
11,106,Directed,2231,,,1
12,106,Directed,2232,,,1
23,106,Directed,2233,,,1
67,106,Directed,2234,,,1
29,106,Directed,2235,,,1
103,106,Directed,2236,,,1
44,106,Directed,2237,,,1
43,106,Directed,2238,,,1
28,106,Directed,2239,,,1
42,106,Directed,2240,,,1
14,106,Directed,2241,,,1
45,106,Directed,2242,,,1
3,106,Directed,2243,,,1
52,106,Directed,2244,,,1
6,106,Directed,2245,,,1
20,106,Directed,2246,,,1
18,107,Directed,2247,,,1
22,107,Directed,2248,,,1
4,107,Directed,2249,,,2
10,107,Directed,2250,,,1
99,107,Directed,2251,,,1
58,107,Directed,2252,,,2
8,107,Directed,2253,,,1
20,107,Directed,2254,,,2
51,107,Directed,2255,,,1
13,107,Directed,2256,,,1
67,107,Directed,2257,,,1
14,107,Directed,2258,,,2
98,107,Directed,2259,,,1
93,107,Directed,2260,,,2
17,107,Directed,2261,,,1
49,107,Directed,2262,,,1
56,107,Directed,2263,,,1
65,107,Directed,2264,,,1
81,107,Directed,2265,,,1
16,107,Directed,2266,,,1
104,107,Directed,2267,,,2
88,107,Directed,2268,,,1
2,107,Directed,2269,,,2
47,107,Directed,2270,,,1
11,107,Directed,2271,,,1
73,107,Directed,2272,,,1
23,107,Directed,2273,,,1
82,108,Directed,2274,,,17
53,108,Directed,2275,,,13
35,108,Directed,2276,,,14
28,108,Directed,2277,,,9
82,109,Directed,2278,,,1
20,109,Directed,2279,,,1
2,109,Directed,2280,,,1
28,109,Directed,2281,,,1
104,109,Directed,2282,,,1
70,109,Directed,2283,,,1
1,109,Directed,2284,,,1
44,109,Directed,2285,,,1
69,109,Directed,2286,,,1
42,109,Directed,2287,,,1
14,109,Directed,2288,,,1
4,109,Directed,2289,,,2
80,109,Directed,2290,,,1
